37	5	1	\N	1090	0	\N	2026-04-08 08:39:55.147+00	2026-04-08 08:39:55.147+00	\N	\N	Ожидает	\N	\N	qc	1090	0	2026-04-14	2026-04-14	1	\N	\N
38	5	3	\N	1090	0	\N	2026-04-08 08:39:55.151+00	2026-04-08 08:39:55.151+00	\N	\N	Ожидает	\N	\N	packing	1090	0	2026-04-15	2026-04-15	1	\N	\N
39	5	1	\N	1090	0	\N	2026-04-08 08:39:55.248+00	2026-04-08 08:39:55.248+00	\N	\N	Ожидает	\N	\N	fg_warehouse	1090	0	2026-04-16	2026-04-16	1	\N	\N
40	5	1	\N	1090	0	\N	2026-04-08 08:39:55.25+00	2026-04-08 08:39:55.25+00	\N	\N	Ожидает	\N	\N	shipping	1090	0	2026-04-17	2026-04-17	1	\N	\N
41	6	1	\N	600	0	\N	2026-04-08 08:44:36.161+00	2026-04-08 08:44:36.161+00	\N	\N	Ожидает	\N	\N	procurement	600	0	2026-04-08	2026-04-10	3	\N	\N
42	6	1	\N	600	0	\N	2026-04-08 08:44:36.163+00	2026-04-08 08:44:36.163+00	\N	\N	Ожидает	\N	\N	warehouse	600	0	2026-04-11	2026-04-11	1	\N	\N
43	6	1	\N	600	0	\N	2026-04-08 08:44:36.165+00	2026-04-08 08:44:36.165+00	\N	\N	Ожидает	\N	\N	cutting	600	0	2026-04-12	2026-04-12	1	\N	\N
44	6	1	\N	600	0	\N	2026-04-08 08:44:36.245+00	2026-04-08 08:44:36.245+00	\N	\N	Ожидает	\N	\N	sewing	600	0	2026-04-13	2026-04-13	1	\N	\N
45	6	1	\N	600	0	\N	2026-04-08 08:44:36.248+00	2026-04-08 08:44:36.248+00	\N	\N	Ожидает	\N	\N	qc	600	0	2026-04-14	2026-04-14	1	\N	\N
46	6	3	\N	600	0	\N	2026-04-08 08:44:36.251+00	2026-04-08 08:44:36.251+00	\N	\N	Ожидает	\N	\N	packing	600	0	2026-04-15	2026-04-15	1	\N	\N
47	6	1	\N	600	0	\N	2026-04-08 08:44:36.253+00	2026-04-08 08:44:36.253+00	\N	\N	Ожидает	\N	\N	fg_warehouse	600	0	2026-04-16	2026-04-16	1	\N	\N
48	6	1	\N	600	0	\N	2026-04-08 08:44:36.255+00	2026-04-08 08:44:36.255+00	\N	\N	Ожидает	\N	\N	shipping	600	0	2026-04-17	2026-04-17	1	\N	\N
49	7	1	\N	1200	0	\N	2026-04-08 08:44:46.355+00	2026-04-08 08:44:46.355+00	\N	\N	Ожидает	\N	\N	procurement	1200	0	2026-04-08	2026-04-10	3	\N	\N
50	7	1	\N	1200	0	\N	2026-04-08 08:44:46.358+00	2026-04-08 08:44:46.358+00	\N	\N	Ожидает	\N	\N	warehouse	1200	0	2026-04-11	2026-04-11	1	\N	\N
51	7	1	\N	1200	0	\N	2026-04-08 08:44:46.36+00	2026-04-08 08:44:46.36+00	\N	\N	Ожидает	\N	\N	cutting	1200	0	2026-04-12	2026-04-12	1	\N	\N
52	7	1	\N	1200	0	\N	2026-04-08 08:44:46.362+00	2026-04-08 08:44:46.362+00	\N	\N	Ожидает	\N	\N	sewing	1200	0	2026-04-13	2026-04-13	1	\N	\N
53	7	1	\N	1200	0	\N	2026-04-08 08:44:46.363+00	2026-04-08 08:44:46.363+00	\N	\N	Ожидает	\N	\N	qc	1200	0	2026-04-14	2026-04-14	1	\N	\N
54	7	3	\N	1200	0	\N	2026-04-08 08:44:46.365+00	2026-04-08 08:44:46.365+00	\N	\N	Ожидает	\N	\N	packing	1200	0	2026-04-15	2026-04-15	1	\N	\N
55	7	1	\N	1200	0	\N	2026-04-08 08:44:46.367+00	2026-04-08 08:44:46.367+00	\N	\N	Ожидает	\N	\N	fg_warehouse	1200	0	2026-04-16	2026-04-16	1	\N	\N
56	7	1	\N	1200	0	\N	2026-04-08 08:44:46.368+00	2026-04-08 08:44:46.368+00	\N	\N	Ожидает	\N	\N	shipping	1200	0	2026-04-17	2026-04-17	1	\N	\N
57	8	1	\N	600	0	\N	2026-04-08 08:51:06.25+00	2026-04-08 08:51:06.25+00	\N	\N	Ожидает	\N	\N	procurement	600	0	2026-04-08	2026-04-10	3	\N	\N
58	8	1	\N	600	0	\N	2026-04-08 08:51:06.255+00	2026-04-08 08:51:06.255+00	\N	\N	Ожидает	\N	\N	warehouse	600	0	2026-04-11	2026-04-11	1	\N	\N
59	8	1	\N	600	0	\N	2026-04-08 08:51:06.259+00	2026-04-08 08:51:06.259+00	\N	\N	Ожидает	\N	\N	cutting	600	0	2026-04-12	2026-04-12	1	\N	\N
60	8	1	\N	600	0	\N	2026-04-08 08:51:06.263+00	2026-04-08 08:51:06.263+00	\N	\N	Ожидает	\N	\N	sewing	600	0	2026-04-13	2026-04-13	1	\N	\N
61	8	1	\N	600	0	\N	2026-04-08 08:51:06.265+00	2026-04-08 08:51:06.265+00	\N	\N	Ожидает	\N	\N	qc	600	0	2026-04-14	2026-04-14	1	\N	\N
62	8	3	\N	600	0	\N	2026-04-08 08:51:06.267+00	2026-04-08 08:51:06.267+00	\N	\N	Ожидает	\N	\N	packing	600	0	2026-04-15	2026-04-15	1	\N	\N
63	8	1	\N	600	0	\N	2026-04-08 08:51:06.269+00	2026-04-08 08:51:06.269+00	\N	\N	Ожидает	\N	\N	fg_warehouse	600	0	2026-04-16	2026-04-16	1	\N	\N
64	8	1	\N	600	0	\N	2026-04-08 08:51:06.276+00	2026-04-08 08:51:06.276+00	\N	\N	Ожидает	\N	\N	shipping	600	0	2026-04-17	2026-04-17	1	\N	\N
65	9	1	\N	880	0	\N	2026-04-08 08:58:56.955+00	2026-04-08 08:58:56.955+00	\N	\N	Ожидает	\N	\N	procurement	880	0	2026-04-08	2026-04-10	3	\N	\N
66	9	1	\N	880	0	\N	2026-04-08 08:58:56.958+00	2026-04-08 08:58:56.958+00	\N	\N	Ожидает	\N	\N	warehouse	880	0	2026-04-11	2026-04-11	1	\N	\N
67	9	1	\N	880	0	\N	2026-04-08 08:58:56.959+00	2026-04-08 08:58:56.959+00	\N	\N	Ожидает	\N	\N	cutting	880	0	2026-04-12	2026-04-12	1	\N	\N
68	9	1	\N	880	0	\N	2026-04-08 08:58:56.962+00	2026-04-08 08:58:56.962+00	\N	\N	Ожидает	\N	\N	sewing	880	0	2026-04-13	2026-04-13	1	\N	\N
69	9	1	\N	880	0	\N	2026-04-08 08:58:56.964+00	2026-04-08 08:58:56.964+00	\N	\N	Ожидает	\N	\N	qc	880	0	2026-04-14	2026-04-14	1	\N	\N
70	9	3	\N	880	0	\N	2026-04-08 08:58:56.966+00	2026-04-08 08:58:56.966+00	\N	\N	Ожидает	\N	\N	packing	880	0	2026-04-15	2026-04-15	1	\N	\N
71	9	1	\N	880	0	\N	2026-04-08 08:58:56.967+00	2026-04-08 08:58:56.967+00	\N	\N	Ожидает	\N	\N	fg_warehouse	880	0	2026-04-16	2026-04-16	1	\N	\N
72	9	1	\N	880	0	\N	2026-04-08 08:58:56.968+00	2026-04-08 08:58:56.968+00	\N	\N	Ожидает	\N	\N	shipping	880	0	2026-04-17	2026-04-17	1	\N	\N
73	10	1	\N	200	0	\N	2026-04-08 09:05:45.455+00	2026-04-08 09:05:45.455+00	\N	\N	Ожидает	\N	\N	procurement	200	0	2026-04-08	2026-04-10	3	\N	\N
74	10	1	\N	200	0	\N	2026-04-08 09:05:45.46+00	2026-04-08 09:05:45.46+00	\N	\N	Ожидает	\N	\N	warehouse	200	0	2026-04-11	2026-04-11	1	\N	\N
75	10	1	\N	200	0	\N	2026-04-08 09:05:45.652+00	2026-04-08 09:05:45.652+00	\N	\N	Ожидает	\N	\N	cutting	200	0	2026-04-12	2026-04-12	1	\N	\N
76	10	1	\N	200	0	\N	2026-04-08 09:05:45.655+00	2026-04-08 09:05:45.655+00	\N	\N	Ожидает	\N	\N	sewing	200	0	2026-04-13	2026-04-13	1	\N	\N
77	10	1	\N	200	0	\N	2026-04-08 09:05:45.66+00	2026-04-08 09:05:45.66+00	\N	\N	Ожидает	\N	\N	qc	200	0	2026-04-14	2026-04-14	1	\N	\N
78	10	3	\N	200	0	\N	2026-04-08 09:05:45.665+00	2026-04-08 09:05:45.665+00	\N	\N	Ожидает	\N	\N	packing	200	0	2026-04-15	2026-04-15	1	\N	\N
79	10	1	\N	200	0	\N	2026-04-08 09:05:45.671+00	2026-04-08 09:05:45.671+00	\N	\N	Ожидает	\N	\N	fg_warehouse	200	0	2026-04-16	2026-04-16	1	\N	\N
80	10	1	\N	200	0	\N	2026-04-08 09:05:45.681+00	2026-04-08 09:05:45.681+00	\N	\N	Ожидает	\N	\N	shipping	200	0	2026-04-17	2026-04-17	1	\N	\N
81	11	1	\N	1328	0	\N	2026-04-08 09:36:17.272+00	2026-04-08 09:36:17.272+00	\N	\N	Ожидает	\N	\N	procurement	1328	0	2026-04-08	2026-04-10	3	\N	\N
82	11	1	\N	1328	0	\N	2026-04-08 09:36:17.279+00	2026-04-08 09:36:17.279+00	\N	\N	Ожидает	\N	\N	warehouse	1328	0	2026-04-11	2026-04-11	1	\N	\N
83	11	1	\N	1328	0	\N	2026-04-08 09:36:17.285+00	2026-04-08 09:36:17.285+00	\N	\N	Ожидает	\N	\N	cutting	1328	0	2026-04-12	2026-04-12	1	\N	\N
84	11	1	\N	1328	0	\N	2026-04-08 09:36:17.286+00	2026-04-08 09:36:17.286+00	\N	\N	Ожидает	\N	\N	sewing	1328	0	2026-04-13	2026-04-13	1	\N	\N
85	11	1	\N	1328	0	\N	2026-04-08 09:36:17.288+00	2026-04-08 09:36:17.288+00	\N	\N	Ожидает	\N	\N	qc	1328	0	2026-04-14	2026-04-14	1	\N	\N
86	11	3	\N	1328	0	\N	2026-04-08 09:36:17.291+00	2026-04-08 09:36:17.291+00	\N	\N	Ожидает	\N	\N	packing	1328	0	2026-04-15	2026-04-15	1	\N	\N
87	11	1	\N	1328	0	\N	2026-04-08 09:36:17.297+00	2026-04-08 09:36:17.297+00	\N	\N	Ожидает	\N	\N	fg_warehouse	1328	0	2026-04-16	2026-04-16	1	\N	\N
88	11	1	\N	1328	0	\N	2026-04-08 09:36:17.298+00	2026-04-08 09:36:17.298+00	\N	\N	Ожидает	\N	\N	shipping	1328	0	2026-04-17	2026-04-17	1	\N	\N
89	12	1	\N	590	0	\N	2026-04-08 09:41:11.072+00	2026-04-08 09:41:11.072+00	\N	\N	Ожидает	\N	\N	procurement	590	0	2026-04-08	2026-04-10	3	\N	\N
90	12	1	\N	590	0	\N	2026-04-08 09:41:11.074+00	2026-04-08 09:41:11.074+00	\N	\N	Ожидает	\N	\N	warehouse	590	0	2026-04-11	2026-04-11	1	\N	\N
91	12	1	\N	590	0	\N	2026-04-08 09:41:11.148+00	2026-04-08 09:41:11.148+00	\N	\N	Ожидает	\N	\N	cutting	590	0	2026-04-12	2026-04-12	1	\N	\N
92	12	1	\N	590	0	\N	2026-04-08 09:41:11.152+00	2026-04-08 09:41:11.152+00	\N	\N	Ожидает	\N	\N	sewing	590	0	2026-04-13	2026-04-13	1	\N	\N
93	12	1	\N	590	0	\N	2026-04-08 09:41:11.153+00	2026-04-08 09:41:11.153+00	\N	\N	Ожидает	\N	\N	qc	590	0	2026-04-14	2026-04-14	1	\N	\N
94	12	3	\N	590	0	\N	2026-04-08 09:41:11.156+00	2026-04-08 09:41:11.156+00	\N	\N	Ожидает	\N	\N	packing	590	0	2026-04-15	2026-04-15	1	\N	\N
95	12	1	\N	590	0	\N	2026-04-08 09:41:11.158+00	2026-04-08 09:41:11.158+00	\N	\N	Ожидает	\N	\N	fg_warehouse	590	0	2026-04-16	2026-04-16	1	\N	\N
96	12	1	\N	590	0	\N	2026-04-08 09:41:11.165+00	2026-04-08 09:41:11.165+00	\N	\N	Ожидает	\N	\N	shipping	590	0	2026-04-17	2026-04-17	1	\N	\N
97	13	1	\N	1344	0	\N	2026-04-08 09:48:44.346+00	2026-04-08 09:48:44.346+00	\N	\N	Ожидает	\N	\N	procurement	1344	0	2026-04-08	2026-04-10	3	\N	\N
98	13	1	\N	1344	0	\N	2026-04-08 09:48:44.349+00	2026-04-08 09:48:44.349+00	\N	\N	Ожидает	\N	\N	warehouse	1344	0	2026-04-11	2026-04-11	1	\N	\N
99	13	1	\N	1344	0	\N	2026-04-08 09:48:44.351+00	2026-04-08 09:48:44.351+00	\N	\N	Ожидает	\N	\N	cutting	1344	0	2026-04-12	2026-04-12	1	\N	\N
100	13	1	\N	1344	0	\N	2026-04-08 09:48:44.353+00	2026-04-08 09:48:44.353+00	\N	\N	Ожидает	\N	\N	sewing	1344	0	2026-04-13	2026-04-13	1	\N	\N
101	13	1	\N	1344	0	\N	2026-04-08 09:48:44.355+00	2026-04-08 09:48:44.355+00	\N	\N	Ожидает	\N	\N	qc	1344	0	2026-04-14	2026-04-14	1	\N	\N
102	13	3	\N	1344	0	\N	2026-04-08 09:48:44.356+00	2026-04-08 09:48:44.356+00	\N	\N	Ожидает	\N	\N	packing	1344	0	2026-04-15	2026-04-15	1	\N	\N
103	13	1	\N	1344	0	\N	2026-04-08 09:48:44.358+00	2026-04-08 09:48:44.358+00	\N	\N	Ожидает	\N	\N	fg_warehouse	1344	0	2026-04-16	2026-04-16	1	\N	\N
104	13	1	\N	1344	0	\N	2026-04-08 09:48:44.36+00	2026-04-08 09:48:44.36+00	\N	\N	Ожидает	\N	\N	shipping	1344	0	2026-04-17	2026-04-17	1	\N	\N
105	14	1	\N	196	0	\N	2026-04-08 10:01:47.553+00	2026-04-08 10:01:47.553+00	\N	\N	Ожидает	\N	\N	procurement	196	0	2026-04-08	2026-04-10	3	\N	\N
106	14	1	\N	196	0	\N	2026-04-08 10:01:47.557+00	2026-04-08 10:01:47.557+00	\N	\N	Ожидает	\N	\N	warehouse	196	0	2026-04-11	2026-04-11	1	\N	\N
107	14	1	\N	196	0	\N	2026-04-08 10:01:47.562+00	2026-04-08 10:01:47.562+00	\N	\N	Ожидает	\N	\N	cutting	196	0	2026-04-12	2026-04-12	1	\N	\N
108	14	1	\N	196	0	\N	2026-04-08 10:01:47.563+00	2026-04-08 10:01:47.563+00	\N	\N	Ожидает	\N	\N	sewing	196	0	2026-04-13	2026-04-13	1	\N	\N
109	14	1	\N	196	0	\N	2026-04-08 10:01:47.566+00	2026-04-08 10:01:47.566+00	\N	\N	Ожидает	\N	\N	qc	196	0	2026-04-14	2026-04-14	1	\N	\N
110	14	3	\N	196	0	\N	2026-04-08 10:01:47.567+00	2026-04-08 10:01:47.567+00	\N	\N	Ожидает	\N	\N	packing	196	0	2026-04-15	2026-04-15	1	\N	\N
111	14	1	\N	196	0	\N	2026-04-08 10:01:47.569+00	2026-04-08 10:01:47.569+00	\N	\N	Ожидает	\N	\N	fg_warehouse	196	0	2026-04-16	2026-04-16	1	\N	\N
112	14	1	\N	196	0	\N	2026-04-08 10:01:47.57+00	2026-04-08 10:01:47.57+00	\N	\N	Ожидает	\N	\N	shipping	196	0	2026-04-17	2026-04-17	1	\N	\N
113	15	1	\N	100	0	\N	2026-04-08 10:08:02.264+00	2026-04-08 10:08:02.264+00	\N	\N	Ожидает	\N	\N	procurement	100	0	2026-04-08	2026-04-10	3	\N	\N
114	15	1	\N	100	0	\N	2026-04-08 10:08:02.266+00	2026-04-08 10:08:02.266+00	\N	\N	Ожидает	\N	\N	warehouse	100	0	2026-04-11	2026-04-11	1	\N	\N
115	15	1	\N	100	0	\N	2026-04-08 10:08:02.268+00	2026-04-08 10:08:02.268+00	\N	\N	Ожидает	\N	\N	cutting	100	0	2026-04-12	2026-04-12	1	\N	\N
116	15	1	\N	100	0	\N	2026-04-08 10:08:02.27+00	2026-04-08 10:08:02.27+00	\N	\N	Ожидает	\N	\N	sewing	100	0	2026-04-13	2026-04-13	1	\N	\N
117	15	1	\N	100	0	\N	2026-04-08 10:08:02.271+00	2026-04-08 10:08:02.271+00	\N	\N	Ожидает	\N	\N	qc	100	0	2026-04-14	2026-04-14	1	\N	\N
118	15	3	\N	100	0	\N	2026-04-08 10:08:02.273+00	2026-04-08 10:08:02.273+00	\N	\N	Ожидает	\N	\N	packing	100	0	2026-04-15	2026-04-15	1	\N	\N
119	15	1	\N	100	0	\N	2026-04-08 10:08:02.279+00	2026-04-08 10:08:02.279+00	\N	\N	Ожидает	\N	\N	fg_warehouse	100	0	2026-04-16	2026-04-16	1	\N	\N
120	15	1	\N	100	0	\N	2026-04-08 10:08:02.283+00	2026-04-08 10:08:02.283+00	\N	\N	Ожидает	\N	\N	shipping	100	0	2026-04-17	2026-04-17	1	\N	\N
121	16	1	\N	284	0	\N	2026-04-08 10:14:02.052+00	2026-04-08 10:14:02.052+00	\N	\N	Ожидает	\N	\N	procurement	284	0	2026-04-08	2026-04-10	3	\N	\N
122	16	1	\N	284	0	\N	2026-04-08 10:14:02.056+00	2026-04-08 10:14:02.056+00	\N	\N	Ожидает	\N	\N	warehouse	284	0	2026-04-11	2026-04-11	1	\N	\N
123	16	1	\N	284	0	\N	2026-04-08 10:14:02.058+00	2026-04-08 10:14:02.058+00	\N	\N	Ожидает	\N	\N	cutting	284	0	2026-04-12	2026-04-12	1	\N	\N
124	16	1	\N	284	0	\N	2026-04-08 10:14:02.06+00	2026-04-08 10:14:02.06+00	\N	\N	Ожидает	\N	\N	sewing	284	0	2026-04-13	2026-04-13	1	\N	\N
125	16	1	\N	284	0	\N	2026-04-08 10:14:02.063+00	2026-04-08 10:14:02.063+00	\N	\N	Ожидает	\N	\N	qc	284	0	2026-04-14	2026-04-14	1	\N	\N
126	16	3	\N	284	0	\N	2026-04-08 10:14:02.065+00	2026-04-08 10:14:02.065+00	\N	\N	Ожидает	\N	\N	packing	284	0	2026-04-15	2026-04-15	1	\N	\N
127	16	1	\N	284	0	\N	2026-04-08 10:14:02.067+00	2026-04-08 10:14:02.067+00	\N	\N	Ожидает	\N	\N	fg_warehouse	284	0	2026-04-16	2026-04-16	1	\N	\N
128	16	1	\N	284	0	\N	2026-04-08 10:14:02.068+00	2026-04-08 10:14:02.068+00	\N	\N	Ожидает	\N	\N	shipping	284	0	2026-04-17	2026-04-17	1	\N	\N
129	17	1	\N	476	0	\N	2026-04-08 10:44:33.463+00	2026-04-08 10:44:33.463+00	\N	\N	Ожидает	\N	\N	procurement	476	0	2026-04-08	2026-04-10	3	\N	\N
130	17	1	\N	476	0	\N	2026-04-08 10:44:33.465+00	2026-04-08 10:44:33.465+00	\N	\N	Ожидает	\N	\N	warehouse	476	0	2026-04-11	2026-04-11	1	\N	\N
131	17	1	\N	476	0	\N	2026-04-08 10:44:33.546+00	2026-04-08 10:44:33.546+00	\N	\N	Ожидает	\N	\N	cutting	476	0	2026-04-12	2026-04-12	1	\N	\N
132	17	1	\N	476	0	\N	2026-04-08 10:44:33.547+00	2026-04-08 10:44:33.547+00	\N	\N	Ожидает	\N	\N	sewing	476	0	2026-04-13	2026-04-13	1	\N	\N
133	17	1	\N	476	0	\N	2026-04-08 10:44:33.549+00	2026-04-08 10:44:33.549+00	\N	\N	Ожидает	\N	\N	qc	476	0	2026-04-14	2026-04-14	1	\N	\N
134	17	3	\N	476	0	\N	2026-04-08 10:44:33.551+00	2026-04-08 10:44:33.551+00	\N	\N	Ожидает	\N	\N	packing	476	0	2026-04-15	2026-04-15	1	\N	\N
135	17	1	\N	476	0	\N	2026-04-08 10:44:33.552+00	2026-04-08 10:44:33.552+00	\N	\N	Ожидает	\N	\N	fg_warehouse	476	0	2026-04-16	2026-04-16	1	\N	\N
136	17	1	\N	476	0	\N	2026-04-08 10:44:33.554+00	2026-04-08 10:44:33.554+00	\N	\N	Ожидает	\N	\N	shipping	476	0	2026-04-17	2026-04-17	1	\N	\N
137	18	1	\N	290	0	\N	2026-04-08 10:47:51.958+00	2026-04-08 10:47:51.958+00	\N	\N	Ожидает	\N	\N	procurement	290	0	2026-04-08	2026-04-10	3	\N	\N
138	18	1	\N	290	0	\N	2026-04-08 10:47:51.961+00	2026-04-08 10:47:51.961+00	\N	\N	Ожидает	\N	\N	warehouse	290	0	2026-04-11	2026-04-11	1	\N	\N
139	18	1	\N	290	0	\N	2026-04-08 10:47:52.048+00	2026-04-08 10:47:52.048+00	\N	\N	Ожидает	\N	\N	cutting	290	0	2026-04-12	2026-04-12	1	\N	\N
140	18	1	\N	290	0	\N	2026-04-08 10:47:52.054+00	2026-04-08 10:47:52.054+00	\N	\N	Ожидает	\N	\N	sewing	290	0	2026-04-13	2026-04-13	1	\N	\N
141	18	1	\N	290	0	\N	2026-04-08 10:47:52.145+00	2026-04-08 10:47:52.145+00	\N	\N	Ожидает	\N	\N	qc	290	0	2026-04-14	2026-04-14	1	\N	\N
142	18	3	\N	290	0	\N	2026-04-08 10:47:52.148+00	2026-04-08 10:47:52.148+00	\N	\N	Ожидает	\N	\N	packing	290	0	2026-04-15	2026-04-15	1	\N	\N
143	18	1	\N	290	0	\N	2026-04-08 10:47:52.15+00	2026-04-08 10:47:52.15+00	\N	\N	Ожидает	\N	\N	fg_warehouse	290	0	2026-04-16	2026-04-16	1	\N	\N
144	18	1	\N	290	0	\N	2026-04-08 10:47:52.151+00	2026-04-08 10:47:52.151+00	\N	\N	Ожидает	\N	\N	shipping	290	0	2026-04-17	2026-04-17	1	\N	\N
145	19	1	\N	260	0	\N	2026-04-08 10:49:57.36+00	2026-04-08 10:49:57.36+00	\N	\N	Ожидает	\N	\N	procurement	260	0	2026-04-08	2026-04-10	3	\N	\N
146	19	1	\N	260	0	\N	2026-04-08 10:49:57.363+00	2026-04-08 10:49:57.363+00	\N	\N	Ожидает	\N	\N	warehouse	260	0	2026-04-11	2026-04-11	1	\N	\N
147	19	1	\N	260	0	\N	2026-04-08 10:49:57.365+00	2026-04-08 10:49:57.365+00	\N	\N	Ожидает	\N	\N	cutting	260	0	2026-04-12	2026-04-12	1	\N	\N
148	19	1	\N	260	0	\N	2026-04-08 10:49:57.37+00	2026-04-08 10:49:57.37+00	\N	\N	Ожидает	\N	\N	sewing	260	0	2026-04-13	2026-04-13	1	\N	\N
149	19	1	\N	260	0	\N	2026-04-08 10:49:57.373+00	2026-04-08 10:49:57.373+00	\N	\N	Ожидает	\N	\N	qc	260	0	2026-04-14	2026-04-14	1	\N	\N
150	19	3	\N	260	0	\N	2026-04-08 10:49:57.446+00	2026-04-08 10:49:57.446+00	\N	\N	Ожидает	\N	\N	packing	260	0	2026-04-15	2026-04-15	1	\N	\N
151	19	1	\N	260	0	\N	2026-04-08 10:49:57.449+00	2026-04-08 10:49:57.449+00	\N	\N	Ожидает	\N	\N	fg_warehouse	260	0	2026-04-16	2026-04-16	1	\N	\N
152	19	1	\N	260	0	\N	2026-04-08 10:49:57.452+00	2026-04-08 10:49:57.452+00	\N	\N	Ожидает	\N	\N	shipping	260	0	2026-04-17	2026-04-17	1	\N	\N
153	20	1	\N	510	0	\N	2026-04-08 10:54:23.353+00	2026-04-08 10:54:23.353+00	\N	\N	Ожидает	\N	\N	procurement	510	0	2026-04-08	2026-04-10	3	\N	\N
154	20	1	\N	510	0	\N	2026-04-08 10:54:23.366+00	2026-04-08 10:54:23.366+00	\N	\N	Ожидает	\N	\N	warehouse	510	0	2026-04-11	2026-04-11	1	\N	\N
155	20	1	\N	510	0	\N	2026-04-08 10:54:23.368+00	2026-04-08 10:54:23.368+00	\N	\N	Ожидает	\N	\N	cutting	510	0	2026-04-12	2026-04-12	1	\N	\N
156	20	1	\N	510	0	\N	2026-04-08 10:54:23.369+00	2026-04-08 10:54:23.369+00	\N	\N	Ожидает	\N	\N	sewing	510	0	2026-04-13	2026-04-13	1	\N	\N
157	20	1	\N	510	0	\N	2026-04-08 10:54:23.372+00	2026-04-08 10:54:23.372+00	\N	\N	Ожидает	\N	\N	qc	510	0	2026-04-14	2026-04-14	1	\N	\N
158	20	3	\N	510	0	\N	2026-04-08 10:54:23.374+00	2026-04-08 10:54:23.374+00	\N	\N	Ожидает	\N	\N	packing	510	0	2026-04-15	2026-04-15	1	\N	\N
159	20	1	\N	510	0	\N	2026-04-08 10:54:23.375+00	2026-04-08 10:54:23.375+00	\N	\N	Ожидает	\N	\N	fg_warehouse	510	0	2026-04-16	2026-04-16	1	\N	\N
160	20	1	\N	510	0	\N	2026-04-08 10:54:23.378+00	2026-04-08 10:54:23.378+00	\N	\N	Ожидает	\N	\N	shipping	510	0	2026-04-17	2026-04-17	1	\N	\N
161	21	1	\N	300	0	\N	2026-04-08 10:56:21.961+00	2026-04-08 10:56:21.961+00	\N	\N	Ожидает	\N	\N	procurement	300	0	2026-04-08	2026-04-10	3	\N	\N
162	21	1	\N	300	0	\N	2026-04-08 10:56:21.968+00	2026-04-08 10:56:21.968+00	\N	\N	Ожидает	\N	\N	warehouse	300	0	2026-04-11	2026-04-11	1	\N	\N
163	21	1	\N	300	0	\N	2026-04-08 10:56:21.971+00	2026-04-08 10:56:21.971+00	\N	\N	Ожидает	\N	\N	cutting	300	0	2026-04-12	2026-04-12	1	\N	\N
164	21	1	\N	300	0	\N	2026-04-08 10:56:21.973+00	2026-04-08 10:56:21.973+00	\N	\N	Ожидает	\N	\N	sewing	300	0	2026-04-13	2026-04-13	1	\N	\N
165	21	1	\N	300	0	\N	2026-04-08 10:56:22.051+00	2026-04-08 10:56:22.051+00	\N	\N	Ожидает	\N	\N	qc	300	0	2026-04-14	2026-04-14	1	\N	\N
