16	1	300гр.GL№308 Скуба #47 молоко	46	28	2026-04-09 12:13:02.446+00	2026-04-09 12:13:02.446+00
17	1	300гр.GL№308 Скуба #47 молоко	48	28	2026-04-09 12:13:04.944+00	2026-04-09 12:13:04.944+00
18	1	380гр.GL№308 Скуба #23 Серый	40	70	2026-04-09 12:13:07.948+00	2026-04-09 12:13:07.948+00
19	1	380гр.GL№308 Скуба #23 Серый	42	70	2026-04-09 12:13:16.846+00	2026-04-09 12:13:16.846+00
20	1	380гр.GL№308 Скуба #23 Серый	44	70	2026-04-09 12:13:20.85+00	2026-04-09 12:13:20.85+00
21	1	380гр.GL№308 Скуба #23 Серый	46	70	2026-04-09 12:13:23.545+00	2026-04-09 12:13:23.545+00
22	1	380гр.GL№308 Скуба #23 Серый	48	70	2026-04-09 12:13:29.447+00	2026-04-09 12:13:29.447+00
23	1	380гр.GL№308 Скуба #23 Серый	42	70	2026-04-09 12:13:43.284+00	2026-04-09 12:13:43.284+00
24	1	380гр.GL№308 Скуба #23 Серый	42	70	2026-04-09 12:13:43.421+00	2026-04-09 12:13:43.421+00
25	1	380гр.GL№308 Скуба #23 Серый	42	70	2026-04-09 12:13:43.534+00	2026-04-09 12:13:43.534+00
26	1	380гр.GL№308 Скуба #23 Серый	44	70	2026-04-09 12:13:43.861+00	2026-04-09 12:13:43.861+00
27	1	380гр.GL№308 Скуба #23 Серый	42	70	2026-04-09 12:13:43.907+00	2026-04-09 12:13:43.907+00
28	1	380гр.GL№308 Скуба #23 Серый	44	70	2026-04-09 12:13:44.023+00	2026-04-09 12:13:44.023+00
29	1	380гр.GL№308 Скуба #23 Серый	44	70	2026-04-09 12:13:44.122+00	2026-04-09 12:13:44.122+00
30	1	380гр.GL№308 Скуба #23 Серый	46	70	2026-04-09 12:13:44.425+00	2026-04-09 12:13:44.425+00
31	1	380гр.GL№308 Скуба #23 Серый	44	70	2026-04-09 12:13:44.473+00	2026-04-09 12:13:44.473+00
32	1	380гр.GL№308 Скуба #23 Серый	46	70	2026-04-09 12:13:44.593+00	2026-04-09 12:13:44.593+00
33	1	380гр.GL№308 Скуба #23 Серый	46	70	2026-04-09 12:13:44.702+00	2026-04-09 12:13:44.702+00
34	1	380гр.GL№308 Скуба #23 Серый	48	70	2026-04-09 12:13:44.991+00	2026-04-09 12:13:44.991+00
35	1	380гр.GL№308 Скуба #23 Серый	46	70	2026-04-09 12:13:45.05+00	2026-04-09 12:13:45.05+00
36	1	380гр.GL№308 Скуба #23 Серый	48	70	2026-04-09 12:13:45.157+00	2026-04-09 12:13:45.157+00
37	1	380гр.GL№308 Скуба #23 Серый	48	70	2026-04-09 12:13:45.35+00	2026-04-09 12:13:45.35+00
38	1	380гр.GL№308 Скуба #23 Серый	48	70	2026-04-09 12:13:45.718+00	2026-04-09 12:13:45.718+00
39	1	380гр.GL№308 Скуба #23 Серый	46	70	2026-04-09 12:13:45.81+00	2026-04-09 12:13:45.81+00
40	1	380гр.GL№308 Скуба #23 Серый	48	70	2026-04-09 12:13:48.444+00	2026-04-09 12:13:48.444+00
42	2	Скуба №308-300грамм  #9 синий	42	200	2026-04-16 05:42:19.712+00	2026-04-16 05:42:19.712+00
43	2	Скуба №308-300грамм  #9 синий	44	200	2026-04-16 05:42:21.878+00	2026-04-16 05:42:21.878+00
65	2	Скуба №308-300грамм Черный #22	46	200	2026-04-16 05:43:29.078+00	2026-04-16 05:43:29.078+00
41	2	Скуба №308-300грамм  #9 синий	42	200	2026-04-16 05:42:19.076+00	2026-04-16 05:42:29.577+00
44	2	Скуба №308-300грамм  #9 синий	46	200	2026-04-16 05:42:34.882+00	2026-04-16 05:42:34.882+00
45	2	Скуба №308-300грамм  #Коричневый #28	42	200	2026-04-16 05:42:37.214+00	2026-04-16 05:42:37.214+00
46	2	Скуба №308-300грамм  #Коричневый #28	44	200	2026-04-16 05:42:39.189+00	2026-04-16 05:42:39.189+00
47	2	Скуба №308-300грамм  #Коричневый #28	46	100	2026-04-16 05:42:43.678+00	2026-04-16 05:42:43.678+00
48	2	Скуба №308-300грамм Графит #13	42	200	2026-04-16 05:42:46.381+00	2026-04-16 05:42:46.381+00
49	2	Скуба №308-300грамм Графит #13	44	200	2026-04-16 05:42:49.977+00	2026-04-16 05:42:49.977+00
50	2	Скуба №308-300грамм Графит #13	46	200	2026-04-16 05:42:55.368+00	2026-04-16 05:42:55.368+00
51	2	Скуба №308-300грамм Черный #22	42	200	2026-04-16 05:42:56.882+00	2026-04-16 05:42:56.882+00
52	2	Скуба №308-300грамм Черный #22	44	200	2026-04-16 05:43:02.482+00	2026-04-16 05:43:02.482+00
53	2	Скуба №308-300грамм Черный #22	46	200	2026-04-16 05:43:06.584+00	2026-04-16 05:43:06.584+00
54	2	Скуба №308-300грамм Графит #13	42	200	2026-04-16 05:43:12.582+00	2026-04-16 05:43:12.582+00
55	2	Скуба №308-300грамм Графит #13	44	200	2026-04-16 05:43:15.147+00	2026-04-16 05:43:15.147+00
56	2	Скуба №308-300грамм Графит #13	44	200	2026-04-16 05:43:15.617+00	2026-04-16 05:43:15.617+00
57	2	Скуба №308-300грамм Графит #13	46	200	2026-04-16 05:43:15.786+00	2026-04-16 05:43:15.786+00
58	2	Скуба №308-300грамм Графит #13	46	200	2026-04-16 05:43:16.884+00	2026-04-16 05:43:16.884+00
59	2	Скуба №308-300грамм Черный #22	42	200	2026-04-16 05:43:17.277+00	2026-04-16 05:43:17.277+00
60	2	Скуба №308-300грамм Черный #22	42	200	2026-04-16 05:43:18.995+00	2026-04-16 05:43:18.995+00
61	2	Скуба №308-300грамм Черный #22	44	200	2026-04-16 05:43:19.008+00	2026-04-16 05:43:19.008+00
62	2	Скуба №308-300грамм Черный #22	44	200	2026-04-16 05:43:19.63+00	2026-04-16 05:43:19.63+00
63	2	Скуба №308-300грамм Черный #22	46	200	2026-04-16 05:43:19.686+00	2026-04-16 05:43:19.686+00
64	2	Скуба №308-300грамм Черный #22	46	200	2026-04-16 05:43:20.291+00	2026-04-16 05:43:20.291+00
67	3	№ Рекардо #Коричневый	44	50	2026-04-16 06:41:14.021+00	2026-04-16 06:41:14.021+00
66	3	№ Рекардо #Коричневый	42	50	2026-04-16 06:41:05.798+00	2026-04-16 06:41:12.12+00
68	3	№ Рекардо #Коричневый	46	50	2026-04-16 06:41:15.326+00	2026-04-16 06:41:15.326+00
69	3	№ Рекардо #Коричневый	48	50	2026-04-16 06:41:19.029+00	2026-04-16 06:41:19.029+00
70	3	№ Рекардо #Коричневый	50	50	2026-04-16 06:41:20.52+00	2026-04-16 06:41:20.52+00
71	3	№ Рекардо #Коричневый	52	50	2026-04-16 06:41:22.522+00	2026-04-16 06:41:22.522+00
72	3	№ Рекардо #Коричневый	52	50	2026-04-16 06:41:23.616+00	2026-04-16 06:41:23.616+00
\.


